SK,Name,Planning_project_SK,Project_task_SK,Hourly_Rate
2853,Blocked PM - TL,589,NULL,NULL
2854,Kianda apps,589,NULL,NULL
2855,Savaco intranet,589,NULL,NULL
2856,Product Research,589,NULL,NULL
2857,Update CoCreateConfig 20.5,211,NULL,NULL
2858,SVC_WT_TOOLBOX - UI for command line tools,211,NULL,NULL
2859,Technology Office,211,NULL,NULL
2860,Opkuis AutoCAD Worker AC,211,NULL,NULL
2861,Creo Multicad Worker,211,NULL,NULL
2862,SPD Monitoring Tool,211,NULL,NULL
2863,Blocked PM - TL,211,NULL,NULL
2864,Creo 9.0 Webinar,211,NULL,NULL
2865,Creo Fundamentals Training - new content,211,NULL,NULL
2866,Blocked TM,211,NULL,NULL
2867,Overleg (JVKS),211,NULL,NULL
2868,Update AVD Trainingsomgeving,211,NULL,NULL
2869,Autocad worker,211,NULL,NULL
2870,Team Meeting,267,NULL,NULL
2871,121 Meeting,267,NULL,NULL
2872,Task Force,267,NULL,NULL
2873,Tech Force,267,NULL,NULL
2874,Meeting Zambezi reservation (KDRT),267,NULL,NULL
2875,Meeting,622,NULL,NULL
2876,_ DO NOT ADD OTHER TASKS !!! _,622,NULL,NULL
2877,Meeting,623,NULL,NULL
2878,_ DO NOT ADD OTHER TASKS !!! _,623,NULL,NULL
2879,Planning 2023,216,NULL,NULL
2880,Service Desk - Monitoring,216,NULL,NULL
2881,Service Desk - Ondersteuning,216,NULL,NULL
2882,24x7,216,NULL,NULL
2883,Service Desk,216,NULL,NULL
2884,Service Desk - Gondella/De Kimpe,216,NULL,NULL
2885,Planning 2022,216,NULL,NULL
2886,Service Desk - Gondella/De Kimpe,216,NULL,NULL
2887,Service Desk,216,NULL,NULL
2888,Service Desk - Ondersteuning,216,NULL,NULL
2889,24x7,216,NULL,NULL
2890,Service Desk - Monitoring,216,NULL,NULL
2891,RFC / Remote support,427,NULL,NULL
2892,Level 1-2 Laat,427,NULL,NULL
2893,Level 3,427,NULL,NULL
2894,Nazorg,427,NULL,NULL
2895,SDC,427,NULL,NULL
2896,RFC / Remote support,427,NULL,NULL
2897,VANROOCO-LINUM SharePoint Online opleiding - 2d,212,NULL,NULL
2898,IPTE - Keyshot 10 Photorealistic Image Renders,212,NULL,NULL
2899,CLOOSTERMANS - Creo Advanced Design (1d),212,NULL,NULL
2900,"Creo Fundamentals (K20210081) POLX (Pieter-Jan, Alex, Igor) - ATP ID: B5L8NRW",212,NULL,NULL
2901,Fast Track to CED Modeling (K20210077),212,NULL,NULL
2902,VANDEWIELE Power BI (dag 1 van 2) - onsite!,212,NULL,NULL
2903,VANDEWIELE Power BI (dag 2 van 2) - onsite!,212,NULL,NULL
2904,Windchill System Admin Interne training (SDRS en AVCN),212,NULL,NULL
2905,Windchill Business Admin Interne training (JVKS en AVCN),212,NULL,NULL
2906,PRG Updatetraining Creo,212,NULL,NULL
2907,PRG Updatetraining Creo - PREP - TENTATIVE,212,NULL,NULL
2908,PRG Updatetraining Creo - optie 1 - TENTATIVE,212,NULL,NULL
2909,Creo Fundamentals (K20210082) (BVXKP6J),212,NULL,NULL
2910,Power BI (K20210089),212,NULL,NULL
2911,Power BI (K20210090),212,NULL,NULL
2912,Advanced Power BI: DAX (K20210091),212,NULL,NULL
2913,Advanced Power BI: DAX (K20210092),212,NULL,NULL
2914,SharePoint online voor powergebruikers (K20210095),212,NULL,NULL
2915,Microsoft Power Apps (K20210099),212,NULL,NULL
2916,VANDEWIELE Power BI 2 dagen onsite (sessie 1),212,NULL,NULL
2917,PRG Updatetraining Creo - optie 2 - TENTATIVE,212,NULL,NULL
2918,Reservatie opleidingslokaal SSNV,212,NULL,NULL
2919,Reservatie opleidingslokaal SSNV,212,NULL,NULL
2920,Reservatie opleidingslokaal BVDN,212,NULL,NULL
2921,Reservatie opleidingslokaal KDRT,212,NULL,NULL
2922,Reservatie opleidingslokaal SSNV,212,NULL,NULL
2923,Reservatie opleidingslokaal SSNV,212,NULL,NULL
2924,BEKAERT - Fundamentals CEDM (3d - 1ps),212,NULL,NULL
2925,BARCO Fundamentals ENGELS - (K20220061) (BVXKPWG),212,NULL,NULL
2926,Fast Track to CED Modeling,470,NULL,NULL
2927,Fast Track to CED Modeling,470,NULL,NULL
2928,Fast Track to CED Modeling,470,NULL,NULL
2929,Fast Track to CED Modeling,470,NULL,NULL
2930,Fast Track to CED Modeling,470,NULL,NULL
2931,Creo Fundamentals,470,NULL,NULL
2932,Creo Fundamentals,470,NULL,NULL
2933,Creo Fundamentals,470,NULL,NULL
2934,Creo Fundamentals,470,NULL,NULL
2935,Creo Fundamentals,470,NULL,NULL
2936,Creo Advanced Modeling,470,NULL,NULL
2937,Creo Advanced Modeling,470,NULL,NULL
2938,Creo Advanced Modeling,470,NULL,NULL
2939,Creo Advanced Modeling,470,NULL,NULL
2940,Creo Advanced Modeling,470,NULL,NULL
2941,Creo Sheetmetal Essentials,470,NULL,NULL
2942,Creo Sheetmetal Essentials,470,NULL,NULL
2943,Creo Sheetmetal Essentials,470,NULL,NULL
2944,Creo Sheetmetal Essentials,470,NULL,NULL
2945,Creo Sheetmetal Essentials,470,NULL,NULL
2946,SharePoint online voor Powergebruikers,470,NULL,NULL
2947,SharePoint online voor Powergebruikers,470,NULL,NULL
2948,SharePoint online voor Powergebruikers,470,NULL,NULL
2949,SharePoint online voor Powergebruikers,470,NULL,NULL
2950,SharePoint Contentbeheer,470,NULL,NULL
2951,SharePoint Contentbeheer,470,NULL,NULL
2952,Microsoft Power Automate voor Power Users,470,NULL,NULL
2953,Microsoft Power Apps voor Power Users,470,NULL,NULL
2954,Power BI,470,NULL,NULL
2955,Power BI,470,NULL,NULL
2956,Power BI,470,NULL,NULL
2957,Power BI,470,NULL,NULL
2958,Advanced Power BI: DAX,470,NULL,NULL
2959,Advanced Power BI: DAX,470,NULL,NULL
2960,Advanced Power BI: DAX,470,NULL,NULL
2961,Advanced Power BI: DAX,470,NULL,NULL
2962,VANDEWIELE Power BI - 2 dagen (sessie 2),470,NULL,NULL
2963,VANDEWIELE Power BI - 2 dagen (sessie 3),470,NULL,NULL
2964,Creo Update,470,NULL,NULL
2965,Creo Advanced Assembly,470,NULL,NULL
2966,Creo Advanced Assembly,470,NULL,NULL
2967,Creo Advanced Assembly,470,NULL,NULL
2968,Creo Advanced Assembly,470,NULL,NULL
2969,Creo Advanced Assembly,470,NULL,NULL
2970,BARCO Creo Advanced Modeling (1d) K20230001,470,NULL,NULL
2971,Training for Customer,470,NULL,NULL
2972,Occasioneel opleiding geven,173,NULL,NULL
2973,U2U - Microsoft Devops Solutions,173,NULL,NULL
2974,AZ-204,173,NULL,NULL
2975,Thingworx - Workshop Building Blocks,173,NULL,NULL
2976,Acta - People Management Training,173,NULL,NULL
2977,PowerBI Training,173,NULL,NULL
2978,PTC User Event,173,NULL,NULL
2979,U2U - Team Development with Azure DevOps,173,NULL,NULL
2980,AVCN - Opleidingsplan,173,NULL,NULL
2981,Creo kennisoverdracht,173,NULL,NULL
2982,Dataminds Connect,173,NULL,NULL
2983,U2U - Developing & Deploying Web Apps on Microsoft Azure,173,NULL,NULL
2984,U2U - Modern Development with Office 365 and SharePoint Online,173,NULL,NULL
2985,Basic IT Training,173,NULL,NULL
2986,Customer Excellence training 2022,173,NULL,NULL
2987,PRINCE2,173,NULL,NULL
2988,Microsoft Exam + preperation,173,NULL,NULL
2989,SPD CAD,173,NULL,NULL
2990,Keyshot Training zelfstudie,173,NULL,NULL
2991,CAD Data Management - SPD,173,NULL,NULL
2992,Microsoft Virtual Training Day,173,NULL,NULL
2993,U2U,173,NULL,NULL
2994,Acta - Customer Excellence training,173,NULL,NULL
2995,Opleiding Wervend schrijven (Gent),173,NULL,NULL
2996,Windchill Development Training,173,NULL,NULL
2997,Windchill Business Administration,173,NULL,NULL
2998,Windchill Business Admin - Part 1,173,NULL,NULL
2999,Windchill Business Admin - Part 2,173,NULL,NULL
3000,Creo Friday Morning - Kennis Overdracht,173,NULL,NULL
3001,CEDM to Creo roadmap,173,NULL,NULL
3002,SPD - PLM,173,NULL,NULL
3003,PRINCE2,173,NULL,NULL
3004,Occasioneel opleiding geven,636,NULL,NULL
3005,AZ-400,636,NULL,NULL
3006,dataMinds Connect 2023,636,NULL,NULL
3007,Presales,630,NULL,NULL
3008,_ DO NOT ADD OTHER TASKS !!! _,630,NULL,NULL
3009,_ DO NOT ADD OTHER TASKS !!! _,631,NULL,NULL
3010,Presales,631,NULL,NULL
3011,SCC - Product Research,222,NULL,NULL
3012,DIA  - Product Research,222,NULL,NULL
3013,Creo Parametric - Modules - Roadmap - Demo,210,NULL,NULL
3014,Portfolio Management,210,NULL,NULL
3015,SPD Presales,219,NULL,NULL
3016,DIA Presales,219,NULL,NULL
3017,Picanol Demo,219,NULL,NULL
3018,Prep Creo Demo Boucherie,219,NULL,NULL
3019,Demo Boucherie,219,NULL,NULL
3020,Desotec - Simulate Lite,219,NULL,NULL
3021,Product Research,628,NULL,NULL
3022,_ DO NOT ADD OTHER TASKS !!! _,628,NULL,NULL
3023,Product Research,629,NULL,NULL
3024,_ DO NOT ADD OTHER TASKS !!! _,629,NULL,NULL
3025,First Line 1,1,NULL,NULL
3026,First Line 2,1,NULL,NULL
3027,First Line 3,1,NULL,NULL
3028,Second Line,1,NULL,NULL
3029,SuCo,1,NULL,NULL
3030,SuCo,514,NULL,NULL
3031,Second Line,514,NULL,NULL
3032,First Line 3,514,NULL,NULL
3033,First Line 2,514,NULL,NULL
3034,First Line 1,514,NULL,NULL
3035,SID,514,NULL,NULL
3036,CE - Service Desk 2022,375,NULL,NULL
3037,Service Desk 2023,378,NULL,NULL
3038,Diensten,728,NULL,NULL
3039,First Line SD,2,NULL,NULL
3040,Second Line SD,2,NULL,NULL
3041,meevolgen,2,NULL,NULL
3042,First Line SD,313,NULL,NULL
3043,Second Line SD,313,NULL,NULL
3044,SPD - Service Desk,190,NULL,NULL
3045,Support Valvan/Motus,190,NULL,NULL
3046,SPD - Service Desk,552,NULL,NULL
3047,Servicedesk organisatie/opvolging,552,NULL,NULL
3048,Laadtijden Windchill  request 31517882,552,NULL,NULL
3049,KBEESTLI,221,NULL,NULL
3050,KBEESTLI - BaaN Integration,221,NULL,NULL
3051,KBEESTLI - Change Management loaders,221,NULL,NULL
3052,KBEDENUL,221,NULL,NULL
3053,Change Auth App,221,NULL,NULL
3054,KBESAVAC,221,NULL,NULL
3055,Update UWGM WT 12.1,221,NULL,NULL
3056,Update MM modules,221,NULL,NULL
3057,Tickets & Questions,221,NULL,NULL
3058,Creo Raw Materials,221,NULL,NULL
3059,Creo Toolbox Development,221,NULL,NULL
3060,Creo - Windchill Batch plot,221,NULL,NULL
3061,KBEHELVP,221,NULL,NULL
3062,KBEHELVP - Viewable export,221,NULL,NULL
3063,KBEMAEYA,221,NULL,NULL
3064,KBEMAEYA - Various development,221,NULL,NULL
3065,KBESESOU,221,NULL,NULL
3066,Revise listener,221,NULL,NULL
3067,Windchill Install Script,221,NULL,NULL
3068,KBEBEKEN,221,NULL,NULL
3069,KBEBEKEN - issues rehearsel,221,NULL,NULL
3070,KBEATLAS,221,NULL,NULL
3071,AutoCAD worker for WT12,221,NULL,NULL
3072,KBEDAFTR,221,NULL,NULL
3073,KBEDAFTR - ProjectLink sync,221,NULL,NULL
3074,KBEMAEYA - Aanpassing stuklijst-XML,221,NULL,NULL
3075,KBEMAEYA - Externe bewerking materiaal,221,NULL,NULL
3076,KBEMAEYA - Release procedure,221,NULL,NULL
3077,KBEFORZE,221,NULL,NULL
3078,KBEFORZE - approvers op titelhoek,221,NULL,NULL
3079,KBECLOOS,221,NULL,NULL
3080,Modeling-Windchill customizing,221,NULL,NULL
3081,SWIPE Preferences,221,NULL,NULL
3082,KNLVDLPA,221,NULL,NULL
3083,KNLVDLPA - Final testing,221,NULL,NULL
3084,Update CCR-config 20.5,221,NULL,NULL
3085,KBEMERCO,221,NULL,NULL
3086,KBEMERCO - various questions,221,NULL,NULL
3087,Research and Schedule purge audit logs,221,NULL,NULL
3088,KBESTOWW,221,NULL,NULL
3089,KBESTOWW - png convert,221,NULL,NULL
3090,Beeuwsaert - Cloud Connector,341,NULL,NULL
3091,Quartus - SP & Teams begeleiding,341,NULL,NULL
3092,BDPT - K20211490 - GEMEENTE KOKSIJDE,341,NULL,NULL
3093,BDPT - K20221813 - KLINIEK ST-JOZEF,341,NULL,NULL
3094,BDPT - K20222603 - NIEUWLAND VZW,341,NULL,NULL
3095,BDPT - K2022???? - M. DEWEER & ZN B.V.B.A.,341,NULL,NULL
3096,BDPT- K2022???? - NIEUW DAK CVBA,341,NULL,NULL
3097,BDPT - K2022???? - VZW EFFECT,341,NULL,NULL
3098,BDPT - K202104412 - GOODPLANET BELGIUM VZW,341,NULL,NULL
3099,VM Hold BV - dropbox migratie,341,NULL,NULL
3100,Evos Ghent Registratieprogramme nieuwe eID chip,341,NULL,NULL
3101,SVMK Cinionic Dynamic Groups,341,NULL,NULL
3102,K20222568 - DSE CREATION,189,NULL,NULL
3103,KBEDAFTR - Projectlink,205,NULL,NULL
3104,KBEDOLME - Update Model Manager,205,NULL,NULL
3105,KBESEDAC - Update Creo Parametric,205,NULL,NULL
3106,KBESESOU - Operational Services,205,NULL,NULL
3107,Tickets & Questions,205,NULL,NULL
3108,KBEPICAN - mini POC,205,NULL,NULL
3109,KBEATLAS - WEDA Migration,205,NULL,NULL
3110,KBEATLAS - EPLAN Deployment,205,NULL,NULL
3111,PDrawings - Update Titelhoeken - Request 28327065,205,NULL,NULL
3112,KBESTAVE - Stavelse Metaalbouw - Onsite Analyse Creo,205,NULL,NULL
3113,KBEATDUM - Issue Worker - Request #31613659,205,NULL,NULL
3114,Training,624,NULL,NULL
3115,_ DO NOT ADD OTHER TASKS !!! _,624,NULL,NULL
3116,Training,625,NULL,NULL
3117,_ DO NOT ADD OTHER TASKS !!! _,625,NULL,NULL
3118,Research EVOS short URL op testomgeving,580,NULL,NULL
3119,Onderzoek Creo Parametric - Creo Elements,838,NULL,NULL
104,Bike App,782,7733,NULL
105,Savaco academy surveys,782,27319,107.5
106,Lunch App,782,23452,107.5
107,Microsoft CSP licenties,782,22566,NULL
108,Azure Consumption,782,29221,NULL
109,Azure DevOps,782,21962,NULL
158,Interventions 2023,97,41825,125.6
160,Services Management,97,41824,150.1
290,Out of initial scope: Toevoegen nieuwe contractors door onthaalmedewerker,653,14222,100
313,Maintain and Update,126,29694,113.1
316,Interventions 2023,32,24603,125.5
344,Interventions 2023,78,26851,119.5
387,Improve & Accelerate services,288,21929,133.4
404,Interventions 2023,92,30394,0
420,Project Management PDM,290,24033,150.1
430,Change Req 001 - Batchplot naar DSTV files,290,24031,133.4
440,Change Req 011 - tubecutting preparation,290,24034,133.4
450,Change Req 019: Create LISP files for Sheet Metal,290,24035,125.5
454,Feature 4613: Programmatie attributen & aanmaak titelhoeken en BOMtabellen,290,24036,133.4
455,Interventions 2023,121,23916,150.1
474,Training,549,27898,150.1
481,AD - koppeling,226,27675,150.1
482,configuratie 4me omgeving,226,27673,0
483,Copy QA to production Environment,226,27676,0
484,Specialist training,226,28531,150.1
485,Assist after go live,226,25527,150.1
497,Known Folder Move + PST,226,25528,150.1
515,Interventions 2023,24,24718,0
517,Interventions 2023,132,29129,125.5
577,Diverse regieprestaties binnen project,736,25974,92
587,Interventions,511,32467,150.1
631,Weekly Status Call,220,32273,124.4
644,Interventions 2023,140,32609,91.8
672,Production Rollout - Documentation of System configuration,236,32336,115.7
677,Data migration MM - Programming mappings,236,41199,115.7
679,Data migration MM - Document definitions in functional document,236,41200,115.7
699,"Data migration TC - Programming document, classification migration",236,32338,115.7
701,Data migration MM - test & rehearsal migrations,236,32337,115.7
722,Installations C&I - 1 hour rate B : Change devices,196,38337,125.5
753,Configure production environment (including approved configurations),453,34437,0
761,Interventions 2023,138,34580,0
762,Interventions 2023,117,34598,92
777,Set up service account,347,36777,133.4
790,Test Upgrade - Project Management,299,34913,127.1
809,Production Upgrade - Upgrade to Windchill 12.0,301,34915,124.4
819,Nom des approbateurs dans le cartouche,301,34934,124.4
846,CR004 - rename WTPart,215,35154,141.3
911,Interventions 2023,130,35391,113.1
1009,Project Management PDM,351,35793,152.9
1019,Workshop workinstructions intake 1 - prep,351,35792,152.9
1029,Workshop change management intake 1,351,35794,152.9
1039,Workshop manage variants intake 1- verwerken info,351,35795,150.1
1049,Product Architecture - Proof of Concept,351,35796,150.1
1050,Prototype - Development Analysis & Investigation,351,35797,150.1
1051,"Prototype - 150% eBOM, incl. Variance Mgt",351,35798,150.1
1052,Prototype - BOM Transformation,351,35799,150.1
1053,Prototype - Process Plan,351,35800,150.1
1054,POC - Development activities,351,35801,150.1
1055,POC - 150% BOMs activities,351,35802,150.1
1056,POC - Process Plan activities,351,35803,150.1
1080,Diensten buiten het project,333,35841,0
1093,Operational Services security FY 23,332,35912,125.6
1112,User Assistance during import of existing models,228,35931,150.1
1126,Co-Sourcing for DIA - BI consultant,243,35964,127.3
1129,Sharegate desktop/apricot,235,35980,0
1146,0140 - Diverse regieprestaties binnen project,8,36016,102.3
1161,Attend training as Student,8,36024,125.6
1212,Update ThingWorx Navigate,314,36206,133.4
1234,Rehearsal upgrade - WinDU execution,271,36389,133.4
1235,Rehearsal upgrade - Upgrade to Windchill 12.0 on test server,271,36390,150.1
1236,Rehearsal upgrade - Execute healing scripts after upgrade to Windchill 12.0,271,36391,150.1
1237,Rehearsal upgrade - Analysis,271,36364,150.1
1238,Rehearsal upgrade - Key-users validation assistance,271,36365,133.4
1239,Production Upgrade - Upgrade to Windchill 12.0,271,36366,133.4
1240,Production Upgrade - Analysis,271,36367,133.4
1241,Production Upgrade - User assistance after go live,271,36368,133.4
1242,Production Upgrade - Performance baseline,271,36369,133.4
1243,Production Upgrade - Rehost production server to new test server,271,36370,133.4
1253,Diensten buiten het project,397,36394,150.1
1266,Diverse regieprestaties binnen project,668,36410,102.3
1276,Core infrastructure services (dedicated),668,36414,125.6
1301,Storage nodes recupereren Atlas,328,36618,150.1
1302,Upgrade OT-omgeving vSphere 7,328,36619,0
1346,Core,181,36786,102.3
1454,Test Upgrade - Project Management,231,37035,133.4
1466,Production Upgrade - Performance baseline,231,37035,133.4
1487,"User assistance during testing Creo 9.0 - Windchill 12,0",231,37035,133.4
1539,Diverse regieprestaties binnen project,186,37213,102.3
1599,Test Upgrade - Update/installation/configuration remote cadworkers,241,37346,133.4
1609,Production Upgrade - Analysis PLM,241,37357,133.4
1619,Private Course Windchill 12 from Windchill 11.1 - 8 students,241,37368,0
1627,Rack & Physical Servers,292,37424,92
1628,Primary block-based storage - SAN,292,37425,135
1629,Servervirtualization,292,37426,113
1630,Datacenter Documentation,292,37427,113
1631,HP Care Pack Installation Services,292,37428,113
1632,Diverse regieprestaties binnen project,292,37429,135
1649,Configuratie Switches (in Aruba Central),417,37450,125.6
1650,Uitbreiding Aruba Central (per kantoor),417,37451,125.6
1651,Configuratie Nieuwe Firewall,417,37452,125.6
1674,Migrate firewall,293,37488,150.1
1675,Setup firewall cluster,293,37489,150.1
1676,Network discovery and segmentation plan,293,37490,125.6
1677,Setup new networks and addressing,293,37491,150.1
1679,Migrate client addressing (tbd),293,37492,0
1681,Setup Azure AD Connect & Password Protection,293,37476,125.6
1685,Assist with client Migration,293,37481,125.6
1724,Monitoring & Management tools & services,401,37551,89
1729,Installations C&I - 1 hour rate A : Expert Services & Project Management,398,37572,150.1
1745,Workshops Mentor & Man,361,37537,117.5
1752,HP Care Pack Installation Services,295,37600,125.6
1824,Infrastructure-as-a-Service (SAVACO Atlas Local & Global) - (RE)BUILD,214,37709,0
1842,Core infrastructure services (dedicated),300,37778,150.1
1843,Communicate-as-a-Service (Public Cloud/MS Office 365/GFI),300,37779,125.6
1844,Assistentie Application & Database services,300,37780,150.1
1851,Rack & Physical Servers,300,37771,102.3
1852,Backup (on-perm/co-Managed Public Cloud),300,37775,125.6
1853,Servervirtualization,300,37776,125.6
1854,Datacenter Documentation,300,37777,125.6
1861,Setup FortiClient EMS,387,38433,150.1
1862,Project Management,387,37800,150.1
1863,Setup FortiManager & FortiAnalyzer,387,37801,150.1
1864,Migrate HQ firewalls,387,37802,150.1
1865,Setup Azure firewall,387,37803,150.1
1866,Update network documentation,387,37804,125.6
1867,Handover & knowledge transfer,387,37805,150.1
1868,FTG-6xx Policy Migration Service,387,37806,0
1879,Interventions 2023,447,37858,135
1911,Interventies,477,37903,150.1
1942,Interventions 2023,386,37989,78.2
1962,PLM++ Team meeting,446,38041,147.1
1963,Installation Test Infrastructure,446,38052,133
1964,CAD Model setup workshops,446,38054,128.3
1967,Interventions 2023,727,38241,113
1991,Provisionering,442,38230,120
1994,Project Management,442,38231,120
2026,Werkuren projectmanagement,478,38321,106.7
2031,Nazorg,478,38366,118.6
2033,configuratie DC,478,38367,118.6
2034,Configuratie DB,478,38368,118.6
2036,Expert Services & Project Management,489,38335,150.1
2037,Standard services,489,38336,125.6
2081,Workplace deployment & migration,486,38403,102.3
2093,Basic Services,487,38424,87
2094,Standard services,487,38425,107.9
2095,Expert Services & Project Management,487,38426,127.6
2128,Installations C&I - 1 hour rate B : Standard Services,533,38567,125.6
2138,Backup (on-perm/co-Managed Public Cloud),500,38507,113
2148,Cloud & Infrastructure Infrastructuuraudit services,526,38526,135
2158,Mobile Device Management workshop for HR (via Teams),506,38527,150.1
2181,FortiGate-100F Policy Migration Service,524,38582,0
2182,FortiGate-40F Policy Migration Service,524,38583,0
2183,Firewall migration,524,38584,125.6
2184,Transfer routing from core-switches,524,38585,150.1
2185,Setup Defender for Business,524,38586,150.1
2186,Finetune Azure AD & Defender for Office 365,524,38587,125.6
2188,AA-Team meetings,532,38591,112.3
2189,Cloud Center of Excellence,532,38592,112.3
2194,Diensten,530,38601,125.6
2211,Core infrastructure services (dedicated),535,38621,0
2217,Co-Sourcing for Cloud & Infrastructure - Workplace,547,38650,103.3
2261,Assist with client Migration,576,38762,151.6
2324,Project Management,605,38823,0
2337,"Setup ASR rules in audit mode, finetune and enforce",606,38838,0
2363,Connecteren van client per toestel,607,38856,113.8
2374,Installations C&I - 1 hour rate A : Expert Services & Project Management,608,38882,150.1
2375,Installations C&I - 1 hour rate A : Expert Services & Project Management,608,38883,150.1
2406,Overzet data oude naar nieuwe server,673,38917,119.8
2415,Co-Sourcing for Cloud & Infrastructure - Workplace,620,38971,103.3
2422,Veeam I&A Standard Services,649,38980,126.9
2439,Users aanmaken / Azure AD connect,660,38992,113.8
2444,Overzet data oude naar nieuwe server,660,40724,113.8
2446,Oude server opkuisen en afsluiten,660,40725,113.8
2447,Documentatie aanpassen + visio,660,40726,113.8
2448,Nazorg,660,40727,113.8
2470,Assistentie Application & Database services,669,40599,103.3
2512,Overzet data oude naar nieuwe server,674,40692,113.8
2591,SCC - Project Management,747,40929,150.1
2711,Backup & Monitoring,816,41351,124.7
2724,Installatie applicaties on RDS/RDS,793,41263,119.8
2748,Diverse regieprestaties binnen project,808,41288,87
2764,Project Management,820,41384,133.4
2823,Interventions 2022,124,228,NULL
2824,Workplace Installations 2022,124,229,NULL
2825,Installatie laptop Tom Mussly,124,225,NULL
2826,Installatie laptop Robbe Lambrecht,124,230,NULL
2827,Installatie laptop Abdusselim Dumlupinar,124,239,NULL
2828,Installatie laptop Egon Veekman,124,230,NULL
2829,Installatie laptop Vincent Delabie,124,225,NULL
2830,Installatie laptop Angelica Verhulst,124,239,NULL
2831,Installatie laptop Dylan Vercamer,124,274,NULL
2832,Installatie laptop Axelle Hillewaere,124,291,NULL
2834,Interventions 2023,124,2112,NULL
2838,Installatie laptop Philip Cools,124,2123,NULL
2839,Workplace installations 2023,124,2123,NULL
2840,AutoPilot setup,124,2223,NULL
