SK,Date_SK,Planning_Resource_SK,Type,PlannedHours,BillableHours,Planning_Project_SK,Planning_Project_Task_SK,Planning_Department_SK
5571,20221117,74,Approved,8,8,20,308,23
5907,20221122,74,Approved,8,8,511,587,23
6020,20221123,74,Approved,8,8,20,308,23
6404,20221128,74,Approved,8,8,297,1840,23
6512,20221129,74,Approved,8,8,297,1840,23
6731,20221201,74,Approved,8,8,297,1840,23
6994,20221205,74,Approved,8,8,297,1840,23
7107,20221206,74,Approved,8,8,297,1840,23
7216,20221207,74,Approved,8,8,297,1840,23
7324,20221208,74,Approved,8,8,297,1840,23
9775,20230117,74,Approved,8,8,286,1396,23
9890,20230118,74,Approved,8,8,286,1396,23
9994,20230119,74,Approved,8,8,286,1396,23
10089,20230120,74,Approved,8,8,286,1396,23
10186,20230123,74,Approved,8,8,286,1396,23
10298,20230124,74,Approved,8,8,286,1396,23
10422,20230125,74,Approved,8,8,286,1396,23
10532,20230126,74,Approved,8,8,286,1396,23
10728,20230130,74,Approved,8,8,734,2325,23
10847,20230131,74,Approved,8,8,734,2325,23
10966,20230201,74,Approved,8,8,734,2325,23
11094,20230202,74,Approved,8,8,734,2325,23
11243,20230203,74,Approved,8,8,734,2325,23
11377,20230206,74,Approved,8,8,734,2325,23
11500,20230207,74,Approved,8,8,734,2325,23
11622,20230208,74,Approved,8,8,734,2325,23
11737,20230209,74,Approved,8,8,734,2325,23
11847,20230210,74,Approved,8,8,734,2325,23
11951,20230213,74,Approved,8,8,734,2325,23
12076,20230214,74,Approved,8,8,734,2325,23
12198,20230215,74,Approved,8,8,734,2325,23
12768,20230221,74,Approved,8,8,4,362,23
12981,20230223,74,Approved,8,8,18,221,23
13078,20230224,74,Approved,8,8,18,221,23
13186,20230227,74,Approved,8,8,18,221,23
13306,20230228,74,Approved,8,8,18,221,23
13427,20230301,74,Approved,8,8,286,1404,23
14397,20230314,74,Approved,8,8,488,2068,23
14491,20230315,74,Approved,8,8,488,2068,23
14586,20230316,74,Approved,8,8,488,2068,23
14726,20230317,74,Approved,8,8,488,2068,23
14928,20230320,74,Approved,8,8,488,2068,23
15023,20230321,74,Approved,8,8,488,2068,23
15112,20230322,74,Approved,8,8,488,2068,23
15190,20230323,74,Approved,8,8,488,2068,23
15270,20230324,74,Approved,8,8,488,2068,23
15341,20230327,74,Approved,8,8,488,2068,23
15429,20230328,74,Approved,8,8,488,2068,23
15510,20230329,74,Approved,8,8,488,2068,23
15591,20230330,74,Approved,8,8,488,2068,23
16200,20230411,74,Approved,8,8,486,2077,23
16347,20230413,74,Approved,8,8,486,2077,23
16617,20230418,74,Approved,8,8,486,2077,23
16761,20230420,74,Approved,8,8,486,2076,23
16824,20230421,74,Approved,8,8,486,2076,23
16890,20230424,74,Approved,8,8,486,2075,23
16960,20230425,74,Approved,8,8,511,587,23
17036,20230426,74,Approved,8,8,511,587,23
17097,20230427,74,Approved,8,8,511,587,23
17519,20230508,74,Approved,8,8,447,1878,23
17664,20230510,74,Approved,8,8,447,1878,23
17727,20230511,74,Approved,8,8,447,1878,23
17960,20230516,74,Approved,8,8,4,362,23
18776,20230605,74,Approved,8,8,60,305,23
18900,20230607,74,Approved,8,8,60,305,23
18964,20230608,74,Approved,8,8,60,305,23
19223,20230613,74,Approved,8,8,740,2596,23
19345,20230615,74,Approved,8,8,740,2596,23
19442,20230619,74,Approved,8,8,740,2596,23
19503,20230620,74,Approved,8,8,740,2596,23
19570,20230621,74,Approved,8,8,740,2596,23
19629,20230622,74,Approved,8,8,740,2596,23
19788,20230626,74,Approved,8,8,740,2596,23
19846,20230627,74,Approved,8,8,740,2596,23
19903,20230628,74,Approved,8,8,740,2596,23
19957,20230629,74,Approved,8,8,740,2596,23
19997,20230630,74,Approved,8,8,740,2596,23
20562,20230717,74,Approved,8,8,740,2596,23
20608,20230718,74,Approved,8,8,740,2596,23
20659,20230719,74,Approved,8,8,740,2596,23
79,20220719,49,Approved,8,8,147,184,22
94,20220720,49,Approved,8,8,77,151,22
197,20220801,49,Approved,8,8,118,767,22
217,20220802,49,Approved,8,8,157,736,22
235,20220803,49,Approved,8,8,99,598,22
284,20220808,49,Approved,8,8,147,184,22
306,20220809,49,Approved,8,8,159,322,22
349,20220811,49,Approved,8,8,77,151,22
591,20220829,49,Approved,8,8,142,260,22
628,20220830,49,Approved,8,8,157,736,22
663,20220831,49,Approved,8,8,99,598,22
701,20220901,49,Approved,8,8,73,143,22
795,20220905,49,Approved,8,8,85,267,22
860,20220906,49,Approved,8,8,85,267,22
914,20220907,49,Approved,8,8,99,598,22
974,20220908,49,Approved,8,8,77,151,22
1089,20220912,49,Approved,8,8,147,184,22
1480,20220920,49,Approved,8,8,159,322,22
1561,20220921,49,Approved,8,8,202,1552,22
1801,20220926,49,Approved,8,8,8,1152,22
1884,20220927,49,Approved,8,8,157,736,22
1960,20220928,49,Approved,8,8,99,598,22
2044,20220929,49,Approved,8,8,73,143,22
2284,20221003,49,Approved,8,8,202,1552,22
2374,20221004,49,Approved,8,8,118,767,22
2597,20221006,49,Approved,8,8,77,151,22
2810,20221010,49,Approved,8,8,147,184,22
4045,20221025,49,Approved,8,8,157,736,22
4158,20221026,49,Approved,8,8,99,598,22
4267,20221027,49,Approved,8,8,77,151,22
4498,20221102,49,Approved,8,8,147,184,22
4594,20221103,49,Approved,8,8,186,1530,22
4684,20221104,49,Approved,8,8,186,1530,22
5220,20221114,49,Approved,8,8,147,184,22
5328,20221115,49,Approved,8,8,159,322,22
5552,20221117,49,Approved,8,8,77,151,22
5783,20221121,49,Approved,8,8,142,260,22
5888,20221122,49,Approved,8,8,157,736,22
6002,20221123,49,Approved,8,8,99,598,22
6102,20221124,49,Approved,8,8,73,143,22
6493,20221129,49,Approved,8,8,371,1869,22
6600,20221130,49,Approved,8,8,371,1869,22
6710,20221201,49,Approved,8,8,438,,22
6978,20221205,49,Approved,8,8,147,184,22
7200,20221207,49,Approved,8,8,99,598,22
7429,20221209,49,Approved,8,8,438,1924,22
7595,20221212,49,Approved,8,8,118,767,22
7705,20221213,49,Approved,8,8,142,260,22
7924,20221215,49,Approved,8,8,77,151,22
8185,20221219,49,Approved,8,8,157,736,22
8386,20221221,49,Approved,8,8,99,598,22
8680,20230102,49,Approved,8,8,147,183,22
9014,20230106,49,Approved,8,8,159,321,22
9098,20230109,49,Approved,8,8,97,158,22
9207,20230110,49,Approved,8,8,286,1396,22
9323,20230111,49,Approved,8,8,286,1396,22
9433,20230112,49,Approved,8,8,531,2191,22
9537,20230113,49,Approved,8,8,531,2191,22
9644,20230116,49,Approved,8,8,99,597,22
10170,20230123,49,Approved,8,8,118,768,22
10281,20230124,49,Approved,8,8,59,209,22
10404,20230125,49,Approved,8,8,90,1332,22
10510,20230126,49,Approved,8,8,73,142,22
10620,20230127,49,Approved,8,8,531,2193,22
10830,20230131,49,Approved,8,8,157,735,22
11076,20230202,49,Approved,8,8,77,150,22
11358,20230206,49,Approved,8,8,97,158,22
11484,20230207,49,Approved,8,8,531,2193,22
11602,20230208,49,Approved,8,8,531,2193,22
11717,20230209,49,Approved,8,8,531,2193,22
11832,20230210,49,Approved,8,8,531,2191,22
11936,20230213,49,Approved,8,8,142,261,22
12058,20230214,49,Approved,8,8,142,261,22
12180,20230215,49,Approved,8,8,99,597,22
12299,20230216,49,Approved,8,8,94,1219,22
13171,20230227,49,Approved,8,8,147,183,22
13289,20230228,49,Approved,8,8,157,735,22
13525,20230302,49,Approved,8,8,278,1307,22
13647,20230303,49,Approved,8,8,315,1808,22
13789,20230306,49,Approved,8,8,97,158,22
13897,20230307,49,Approved,8,8,531,2191,22
14280,20230313,49,Approved,8,8,147,183,22
14378,20230314,49,Approved,8,8,159,321,22
14472,20230315,49,Approved,8,8,159,321,22
14569,20230316,49,Approved,8,8,59,209,22
15095,20230322,49,Approved,8,8,79,503,22
15329,20230327,49,Approved,8,8,278,1307,22
15414,20230328,49,Approved,8,8,118,768,22
15497,20230329,49,Approved,8,8,157,735,22
15580,20230330,49,Approved,8,8,73,142,22
15841,20230403,49,Approved,8,8,97,158,22
16065,20230406,49,Approved,8,8,650,2388,22
16186,20230411,49,Approved,8,8,147,183,22
16524,20230417,49,Approved,8,8,147,183,22
16680,20230419,49,Approved,8,8,99,597,22
16876,20230424,49,Approved,8,8,147,183,22
16946,20230425,49,Approved,8,8,157,735,22
17021,20230426,49,Approved,8,8,90,1332,22
17260,20230502,49,Approved,8,8,97,158,22
17331,20230503,49,Approved,8,8,159,321,22
17508,20230508,49,Approved,8,8,147,183,22
17716,20230511,49,Approved,8,8,59,209,22
17882,20230515,49,Approved,8,8,118,768,22
18083,20230522,49,Approved,8,8,142,261,22
18278,20230525,49,Approved,8,8,73,142,22
18543,20230530,49,Approved,8,8,147,183,22
18606,20230531,49,Approved,8,8,157,735,22
18669,20230601,49,Approved,8,8,650,2388,22
18761,20230605,49,Approved,8,8,97,158,22
19429,20230619,49,Approved,8,8,147,183,22
19487,20230620,49,Approved,8,8,157,735,22
19554,20230621,49,Approved,8,8,99,597,22
20035,20230703,49,Approved,8,8,97,158,22
20082,20230704,49,Approved,8,8,159,321,22
20325,20230710,49,Approved,8,8,147,183,22
20470,20230713,49,Approved,8,8,59,209,22
20554,20230717,49,Approved,8,8,118,768,22
20597,20230718,49,Approved,8,8,157,735,22
20646,20230719,49,Approved,8,8,90,1332,22
418,20220817,47,Approved,8,8,43,338,22
473,20220819,47,Approved,8,8,140,643,22
589,20220829,47,Approved,8,8,41,718,22
661,20220831,47,Approved,8,8,145,180,22
743,20220902,47,Approved,8,8,55,356,22
793,20220905,47,Approved,8,8,140,643,22
858,20220906,47,Approved,8,8,26,302,22
912,20220907,47,Approved,8,8,101,244,22
1394,20220919,47,Approved,8,8,140,643,22
1478,20220920,47,Approved,8,8,63,162,22
1559,20220921,47,Approved,8,8,131,525,22
1641,20220922,47,Approved,8,8,27,240,22
1799,20220926,47,Approved,8,8,41,718,22
1958,20220928,47,Approved,8,8,145,180,22
2372,20221004,47,Approved,8,8,55,356,22
2595,20221006,47,Approved,8,8,55,356,22
2809,20221010,47,Approved,8,8,150,225,22
2911,20221011,47,Approved,8,8,145,180,22
3016,20221012,47,Approved,8,8,43,338,22
3506,20221018,47,Approved,8,8,26,302,22
3614,20221019,47,Approved,8,8,131,525,22
3730,20221020,47,Approved,8,8,27,240,22
3931,20221024,47,Approved,8,8,55,356,22
4043,20221025,47,Approved,8,8,41,718,22
4156,20221026,47,Approved,8,8,150,225,22
5326,20221115,47,Approved,8,8,55,356,22
5441,20221116,47,Approved,8,8,131,525,22
5550,20221117,47,Approved,8,8,27,240,22
5781,20221121,47,Approved,8,8,26,302,22
5886,20221122,47,Approved,8,8,41,718,22
6000,20221123,47,Approved,8,8,145,180,22
6215,20221125,47,Approved,8,8,150,225,22
6976,20221205,47,Approved,8,8,27,240,22
7088,20221206,47,Approved,8,8,43,338,22
7198,20221207,47,Approved,8,8,131,525,22
7703,20221213,47,Approved,8,8,150,225,22
7922,20221215,47,Approved,8,8,26,302,22
8060,20221216,47,Approved,8,8,26,302,22
8183,20221219,47,Approved,8,8,41,718,22
8289,20221220,47,Approved,8,8,55,356,22
8384,20221221,47,Approved,8,8,145,180,22
8754,20230103,47,Approved,8,8,487,2094,22
8837,20230104,47,Approved,8,8,487,2094,22
8924,20230105,47,Approved,8,8,487,2094,22
9096,20230109,47,Approved,8,8,131,524,22
9205,20230110,47,Approved,8,8,26,303,22
9431,20230112,47,Approved,8,8,63,161,22
9535,20230113,47,Approved,8,8,63,161,22
9642,20230116,47,Approved,8,8,150,225,22
9756,20230117,47,Approved,8,8,150,225,22
9868,20230118,47,Approved,8,8,55,355,22
9970,20230119,47,Approved,8,8,27,239,22
10168,20230123,47,Approved,8,8,41,717,22
10279,20230124,47,Approved,8,8,101,243,22
10508,20230126,47,Approved,8,8,145,179,22
10618,20230127,47,Approved,8,8,662,2529,22
10828,20230131,47,Approved,8,8,26,303,22
10948,20230201,47,Approved,8,8,506,2149,22
11074,20230202,47,Approved,8,8,506,2149,22
11356,20230206,47,Approved,8,8,511,587,22
11482,20230207,47,Approved,8,8,506,2149,22
11600,20230208,47,Approved,8,8,506,2149,22
11830,20230210,47,Approved,8,8,506,2149,22
11934,20230213,47,Approved,8,8,131,524,22
12056,20230214,47,Approved,8,8,55,355,22
12297,20230216,47,Approved,8,8,27,239,22
12638,20230220,47,Approved,8,8,41,717,22
12749,20230221,47,Approved,8,8,43,337,22
12959,20230223,47,Approved,8,8,145,179,22
13064,20230224,47,Approved,8,8,662,2530,22
13169,20230227,47,Approved,8,8,662,2527,22
13287,20230228,47,Approved,8,8,150,225,22
13406,20230301,47,Approved,8,8,327,1435,22
13787,20230306,47,Approved,8,8,327,1435,22
13895,20230307,47,Approved,8,8,327,1435,22
14102,20230309,47,Approved,8,8,327,1435,22
14278,20230313,47,Approved,8,8,131,524,22
14375,20230314,47,Approved,8,8,26,303,22
14376,20230314,47,Approved,8,8,41,717,22
14469,20230315,47,Approved,8,8,26,303,22
14470,20230315,47,Approved,8,8,41,717,22
14566,20230316,47,Approved,8,8,27,239,22
15173,20230323,47,Approved,8,8,145,179,22
15327,20230327,47,Approved,8,8,506,2154,22
15412,20230328,47,Approved,8,8,55,355,22
15495,20230329,47,Approved,8,8,26,303,22
15578,20230330,47,Approved,8,8,26,303,22
15661,20230331,47,Approved,8,8,26,303,22
16185,20230411,47,Approved,8,8,131,524,22
16263,20230412,47,Approved,8,8,26,303,22
16335,20230413,47,Approved,8,8,506,2151,22
16522,20230417,47,Approved,8,8,41,717,22
16601,20230418,47,Approved,8,8,43,337,22
16745,20230420,47,Approved,8,8,27,239,22
16874,20230424,47,Approved,8,8,506,2151,22
16944,20230425,47,Approved,8,8,506,2151,22
17019,20230426,47,Approved,8,8,55,355,22
17082,20230427,47,Approved,8,8,145,179,22
17329,20230503,47,Approved,8,8,26,303,22
17577,20230509,47,Approved,8,8,150,226,22
17881,20230515,47,Approved,8,8,41,717,22
17943,20230516,47,Approved,8,8,131,524,22
18144,20230523,47,Approved,8,8,55,355,22
18211,20230524,47,Approved,8,8,145,179,22
18276,20230525,47,Approved,8,8,27,239,22
18823,20230606,47,Approved,8,8,26,303,22
19155,20230612,47,Approved,8,8,131,524,22
19327,20230615,47,Approved,8,8,145,179,22
19427,20230619,47,Approved,8,8,41,717,22
19485,20230620,47,Approved,8,8,43,337,22
19552,20230621,47,Approved,8,8,55,355,22
19614,20230622,47,Approved,8,8,27,239,22
19829,20230627,47,Approved,8,8,26,303,22
20324,20230710,47,Approved,8,8,131,524,22
20468,20230713,47,Approved,8,8,145,179,22
20552,20230717,47,Approved,8,8,41,717,22
20644,20230719,47,Approved,8,8,27,239,22
9265,20230110,134,Approved,8,8,46,622,22
11006,20230201,134,Approved,8,8,37,941,22
12916,20230222,134,Approved,8,8,671,2493,22
13351,20230228,134,Approved,8,8,671,2493,22
13467,20230301,134,Approved,8,8,671,2493,22
283,20220808,48,Approved,8,8,88,335,22
348,20220811,48,Approved,8,8,18,219,22
368,20220812,48,Approved,8,8,18,219,22
590,20220829,48,Approved,8,8,88,335,22
627,20220830,48,Approved,8,8,18,219,22
662,20220831,48,Approved,8,8,121,456,22
700,20220901,48,Approved,8,8,121,456,22
744,20220902,48,Approved,8,8,18,219,22
973,20220908,48,Approved,8,8,18,219,22
1088,20220912,48,Approved,8,8,74,408,22
1479,20220920,48,Approved,8,8,121,456,22
1560,20220921,48,Approved,8,8,121,456,22
1642,20220922,48,Approved,8,8,18,219,22
1725,20220923,48,Approved,8,8,18,219,22
1800,20220926,48,Approved,8,8,88,335,22
1959,20220928,48,Approved,8,8,153,839,22
2043,20220929,48,Approved,8,8,324,1544,22
2283,20221003,48,Approved,8,8,226,490,22
2487,20221005,48,Approved,8,8,87,135,22
2596,20221006,48,Approved,8,8,18,219,22
2707,20221007,48,Approved,8,8,18,219,22
3017,20221012,48,Approved,8,8,121,456,22
3402,20221017,48,Approved,8,8,88,335,22
3507,20221018,48,Approved,8,8,88,335,22
3615,20221019,48,Approved,8,8,153,839,22
3731,20221020,48,Approved,8,8,18,219,22
3833,20221021,48,Approved,8,8,18,219,22
4266,20221027,48,Approved,8,8,18,219,22
4387,20221028,48,Approved,8,8,18,219,22
4780,20221107,48,Approved,8,8,226,486,22
5004,20221109,48,Approved,8,8,121,456,22
5114,20221110,48,Approved,8,8,121,456,22
5219,20221114,48,Approved,8,8,88,335,22
5327,20221115,48,Approved,8,8,226,491,22
5442,20221116,48,Approved,8,8,153,839,22
5551,20221117,48,Approved,8,8,18,219,22
5668,20221118,48,Approved,8,8,18,219,22
5887,20221122,48,Approved,8,8,226,492,22
6001,20221123,48,Approved,8,8,226,492,22
6101,20221124,48,Approved,8,8,18,219,22
6216,20221125,48,Approved,8,8,18,219,22
6492,20221129,48,Approved,8,8,121,456,22
6709,20221201,48,Approved,8,8,226,492,22
6977,20221205,48,Approved,8,8,226,492,22
7199,20221207,48,Approved,8,8,226,492,22
7302,20221208,48,Approved,8,8,226,492,22
7428,20221209,48,Approved,8,8,226,496,22
7817,20221214,48,Approved,8,8,153,839,22
7923,20221215,48,Approved,8,8,18,219,22
8061,20221216,48,Approved,8,8,18,219,22
8184,20221219,48,Approved,8,8,88,335,22
8290,20221220,48,Approved,8,8,88,335,22
8385,20221221,48,Approved,8,8,121,456,22
8755,20230103,48,Approved,8,8,463,1943,22
8838,20230104,48,Approved,8,8,463,1943,22
8925,20230105,48,Approved,8,8,463,1943,22
9013,20230106,48,Approved,8,8,463,1943,22
9097,20230109,48,Approved,8,8,18,221,22
9206,20230110,48,Approved,8,8,18,221,22
9322,20230111,48,Approved,8,8,226,493,22
9432,20230112,48,Approved,8,8,226,493,22
9536,20230113,48,Approved,8,8,153,838,22
9643,20230116,48,Approved,8,8,226,494,22
9757,20230117,48,Approved,8,8,226,493,22
9869,20230118,48,Approved,8,8,226,494,22
9971,20230119,48,Approved,8,8,120,297,22
10072,20230120,48,Approved,8,8,226,494,22
10169,20230123,48,Approved,8,8,18,221,22
10280,20230124,48,Approved,8,8,18,221,22
10403,20230125,48,Approved,8,8,226,494,22
10509,20230126,48,Approved,8,8,226,494,22
10714,20230130,48,Approved,8,8,226,496,22
10829,20230131,48,Approved,8,8,226,496,22
10949,20230201,48,Approved,8,8,226,496,22
11075,20230202,48,Approved,8,8,226,496,22
11202,20230203,48,Approved,8,8,463,1943,22
11357,20230206,48,Approved,8,8,18,221,22
11483,20230207,48,Approved,8,8,18,221,22
11601,20230208,48,Approved,8,8,226,495,22
11716,20230209,48,Approved,8,8,226,495,22
11935,20230213,48,Approved,8,8,88,336,22
12179,20230215,48,Approved,8,8,120,297,22
12298,20230216,48,Approved,8,8,60,305,22
12639,20230220,48,Approved,8,8,18,221,22
12750,20230221,48,Approved,8,8,18,221,22
12863,20230222,48,Approved,8,8,153,838,22
13065,20230224,48,Approved,8,8,226,494,22
13170,20230227,48,Approved,8,8,88,336,22
13288,20230228,48,Approved,8,8,226,486,22
14279,20230313,48,Approved,8,8,18,221,22
14377,20230314,48,Approved,8,8,18,221,22
14471,20230315,48,Approved,8,8,120,297,22
14911,20230320,48,Approved,8,8,88,336,22
15094,20230322,48,Approved,8,8,153,838,22
15259,20230324,48,Approved,8,8,226,494,22
15328,20230327,48,Approved,8,8,18,221,22
15413,20230328,48,Approved,8,8,18,221,22
15496,20230329,48,Approved,8,8,226,494,22
15840,20230403,48,Approved,8,8,18,221,22
15916,20230404,48,Approved,8,8,18,221,22
16523,20230417,48,Approved,8,8,88,336,22
16602,20230418,48,Approved,8,8,88,336,22
16679,20230419,48,Approved,8,8,120,297,22
16816,20230421,48,Approved,8,8,226,494,22
16875,20230424,48,Approved,8,8,18,221,22
16945,20230425,48,Approved,8,8,18,221,22
17020,20230426,48,Approved,8,8,153,838,22
17259,20230502,48,Approved,8,8,226,494,22
17330,20230503,48,Approved,8,8,226,494,22
17507,20230508,48,Approved,8,8,18,221,22
17578,20230509,48,Approved,8,8,18,221,22
18082,20230522,48,Approved,8,8,18,221,22
18145,20230523,48,Approved,8,8,18,221,22
18212,20230524,48,Approved,8,8,88,336,22
18277,20230525,48,Approved,8,8,120,297,22
18605,20230531,48,Approved,8,8,153,838,22
18760,20230605,48,Approved,8,8,18,221,22
18824,20230606,48,Approved,8,8,18,221,22
19210,20230613,48,Approved,8,8,86,513,22
19428,20230619,48,Approved,8,8,18,221,22
19486,20230620,48,Approved,8,8,18,221,22
19553,20230621,48,Approved,8,8,120,297,22
19775,20230626,48,Approved,8,8,88,336,22
19830,20230627,48,Approved,8,8,88,336,22
19887,20230628,48,Approved,8,8,153,838,22
20034,20230703,48,Approved,8,8,18,221,22
20081,20230704,48,Approved,8,8,18,221,22
20422,20230712,48,Approved,8,8,120,297,22
20553,20230717,48,Approved,8,8,18,221,22
20596,20230718,48,Approved,8,8,18,221,22
20645,20230719,48,Approved,8,8,88,336,22
952,20220908,18,Approved,8,8,140,643,20
2258,20221003,18,Approved,8,8,26,302,20
2344,20221004,18,Approved,8,8,292,1626,20
2454,20221005,18,Approved,8,8,292,1626,20
2565,20221006,18,Approved,8,8,292,1626,20
2683,20221007,18,Approved,8,8,292,1626,20
2785,20221010,18,Approved,8,8,292,1626,20
3478,20221018,18,Approved,8,8,328,1299,20
3590,20221019,18,Approved,8,8,328,1299,20
3704,20221020,18,Approved,8,8,328,1299,20
3810,20221021,18,Approved,8,8,328,1299,20
3901,20221024,18,Approved,8,8,328,1299,20
4012,20221025,18,Approved,8,8,328,1299,20
4570,20221103,18,Approved,8,8,377,1201,20
4751,20221107,18,Approved,8,8,160,714,20
4859,20221108,18,Approved,8,8,130,910,20
4860,20221108,18,Approved,8,8,160,714,20
4974,20221109,18,Approved,8,8,160,714,20
5084,20221110,18,Approved,8,8,160,714,20
5412,20221116,18,Approved,8,8,292,1626,20
5522,20221117,18,Approved,8,8,295,1747,20
5636,20221118,18,Approved,8,8,295,1747,20
5754,20221121,18,Approved,8,8,23,549,20
5860,20221122,18,Approved,8,8,23,549,20
